Y,id,Organization.Name,Industries,Headquarters.Location,Description,CB.Rank..Company.,Estimated.Revenue.Range,Founded.Date,Founded.Date.Precision,Industry.Groups,Number.of.Founders,Number.of.Employees,Number.of.Funding.Rounds,Total.Funding.Amount,Number.of.Investors,IPO.Status,IPO.Date,Acquisition.Status,Number.of.Events,Number.of.Lead.Investors,Funding.Status,Last.Funding.Date,Last.Funding.Amount.Currency..in.USD.,Last.Funding.Type,IPqwery...Total.Patents,IPqwery...Total.Trademarks,Investment.Stage
0,545,Opus Bank,"Banking, Real Estate, Service Industry","Irvine, California, United States",Opus Bank's mission is to identify and accelerate the work of business leaders and successful entrepreneurs who have proven their ability.,11999,$50M to $100M,9/30/2010,day,"Financial Services, Lending and Investments, Real Estate",2,501-1000,1,53000000,NA,Public,2014-04-17,Made Acquisitions,NA,NA,IPO,2/15/2017,53000000,Post-IPO Equity,0,7,NA
0,546,Spaces,"Augmented Reality, Computer, Software, Virtual Reality, Virtual World","Santa Monica, California, United States","SPACES designs VR, AR and MR experiences for theme parks, retail, and other public locations worldwide.",12072,$1M to $10M,1/1/2016,year,"Community and Lifestyle, Consumer Electronics, Hardware, Media and Entertainment, Software",2,11-50,2,9500000,11,Private,NA,NA,NA,2,NA,1/13/2017,6500000,Venture - Series Unknown,NA,NA,NA
0,547,United Capital,"Advice, Consulting, Financial Services, Wealth Management","Newport Beach, California, United States",United Capital is a wealth counseling company assisting clients achieve empowerment over their financial aspirations.,12074,$10M to $50M,1/1/2005,year,"Financial Services, Media and Entertainment",2,501-1000,1,38000000,3,Private,NA,"Made Acquisitions, Was Acquired",NA,1,M&A,10/21/2013,38000000,Venture - Series Unknown,1,1,NA
0,548,Brighter.com,"Dental, Health Care, Information Technology, Internet, Marketplace","Santa Monica, California, United States",Brighter creates an online marketplace that allows members to compare dentists by price and reputation.,12086,NA,1/1/2011,year,"Commerce and Shopping, Health Care, Information Technology, Internet Services",1,51-100,4,49000000,5,Private,NA,Was Acquired,NA,4,M&A,4/20/2016,21000000,Series D,1,18,NA
0,549,Connexity,"Advertising, E-Commerce, Internet, Internet of Things, Marketing, Online Portals","Los Angeles, California, United States",Connexity is an integrated digital advertising company providing optimized audience buying and selling solutions.,12096,NA,7/1/1997,day,"Advertising, Commerce and Shopping, Internet Services, Sales and Marketing",NA,501-1000,3,5000000,4,Private,NA,"Made Acquisitions, Was Acquired",4,1,M&A,8/2/2012,3000000,Seed,10,40,NA
0,550,FreedomPop,"Internet, Mobile, Wireless","West Los Angeles, California, United States",FreedomPop is a free internet and free phone service provider.,12144,NA,1/1/2011,year,"Hardware, Internet Services, Mobile",1,101-250,8,109300009,9,Private,NA,NA,NA,6,Late Stage Venture,1/20/2016,50000000,Series C,NA,NA,NA
0,551,Mars Reel,"Digital Media, Internet, Sports, Video","Los Angeles, California, United States",Mars Reel Media is building a sports network for high school and amateur sports.,12243,NA,1/1/2010,year,"Internet Services, Media and Entertainment, Sports, Video",2,11-50,2,4825000,24,Private,NA,NA,1,3,Seed,8/1/2018,4700000,Seed,0,1,NA
0,552,Envoy Technologies Inc.,"Car Sharing, Communities, Electric Vehicle, Real Estate, Transportation","Culver City, California, United States",Envoy provides electric vehicle (EV) carsharing as an amenity within communities.,12250,$1M to $10M,4/1/2017,month,"Community and Lifestyle, Real Estate, Transportation",2,11-50,5,6500000,3,Private,NA,NA,1,1,Seed,9/1/2019,5000000,Seed,0,2,NA
0,553,GlobeNewswire,"News, Publishing","Los Angeles, California, United States","GlobeNewswire is specialized in the delivery of corporate press releases, financial disclosures, and multimedia content.",12293,$1M to $10M,1/1/1998,year,"Content and Publishing, Media and Entertainment",NA,1-10,,,NA,Private,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
0,554,Allied Esports,"eSports, Fantasy Sports, Gaming","Santa Ana, California, United States",Allied Esports is a network of dedicated e-sports venues and content production facilities.,12302,NA,1/1/2016,year,"Gaming, Sports",NA,101-250,1,5000000,1,Private,NA,NA,NA,1,NA,7/4/2019,5000000,Corporate Round,1,29,NA
0,555,Jio Health,"Fitness, Health Care, Wellness","Irvine, California, United States",A life empowerment company.,12322,$1M to $10M,1/1/2011,year,"Health Care, Sports",1,NA,2,7726020,1,Private,NA,NA,NA,1,Early Stage Venture,4/1/2019,5000000,Series A,0,2,NA
0,556,Kosas,"Beauty, Cosmetics, Fashion","Encino, California, United States","A Los Angeles, Ca.-based color cosmetics company.",12334,$1M to $10M,1/1/2015,year,"Clothing and Apparel, Consumer Goods, Design",1,NA,3,2000000,11,Private,NA,NA,NA,2,Early Stage Venture,1/17/2020,NA,Series B,0,5,NA
0,557,SONDORS,"Automotive, Cycling, Electric Vehicle, Green Consumer Goods, Logistics, Transportation","Malibu, California, United States",SONDORS revolutionizes the the way the world views affordable electric transportation for the masses.,12352,NA,2/1/2015,month,"Consumer Goods, Sports, Sustainability, Transportation",1,NA,7,3798973,2,Private,NA,NA,NA,NA,NA,2/25/2020,NA,Equity Crowdfunding,1,2,NA
0,558,Vangst,"Cannabis, Employment, Human Resources, Recruiting","Los Angeles, California, United States",Vangst is a recruiting platform that connects companies with the talent they need.,12361,Less than $1M,1/1/2016,year,"Community and Lifestyle, Food and Beverage, Health Care, Professional Services",1,101-250,2,12500000,4,Private,NA,NA,NA,2,Early Stage Venture,1/24/2019,10000000,Series A,NA,NA,NA
0,559,SmartyPants Vitamins,"E-Commerce, Health Care, Nutrition","Venice, California, United States","SmartyPants Vitamins offers gummy vitamins that include multivitamin, omega-3, and vitamin D supplements for kids and adults.",12375,$10M to $50M,1/1/2010,year,"Commerce and Shopping, Food and Beverage, Health Care",2,11-50,6,19500978,5,Private,NA,NA,NA,1,NA,7/30/2015,12560978,Venture - Series Unknown,0,10,NA
0,560,Open Raven,"Cyber Security, Network Security","Los Angeles, California, United States",Open Raven is a developer of data security tools.,12420,NA,1/1/2019,year,"Information Technology, Privacy and Security",1,11-50,1,4100000,4,Private,NA,NA,NA,1,Seed,2/11/2020,4100000,Seed,NA,NA,NA
0,561,textPlus,"Android, Communities, iOS, Messaging, Mobile","Marina Del Rey, California, United States","Gogii is a mobile communications service that enables users to text, talk, and share for free.",12438,$1M to $10M,12/1/2007,day,"Community and Lifestyle, Information Technology, Internet Services, Messaging and Telecommunications, Mobile, Platforms, Software",4,101-250,5,53229009,4,Private,NA,Made Acquisitions,NA,3,NA,3/25/2015,6904009,Venture - Series Unknown,0,4,NA
0,562,DTT,"Hospitality, Retail, Retail Technology","Los Angeles, California, United States",The leading nationwide provider of video-based surveillance & loss prevention services for the hospitality and specialty retail industries.,12450,$10M to $50M,1/1/1999,year,"Commerce and Shopping, Hardware, Software, Travel and Tourism",1,251-500,4,147000000,3,Private,NA,Made Acquisitions,NA,2,Private Equity,1/9/2018,80000000,Debt Financing,2,7,NA
0,563,Prolacta Bioscience,"Biotechnology, Life Science, Nutrition","City Of Industry, California, United States",Prolacta Bioscience provides human milk-based nutritional products for premature infants in the neonatal intensive care unit (NICU).,12514,$10M to $50M,1/1/1999,year,"Biotechnology, Food and Beverage, Health Care, Science and Engineering",1,51-100,7,78043517,11,Private,NA,NA,NA,3,NA,5/15/2018,8908625,Venture - Series Unknown,32,28,NA
0,564,Sugarfina,"E-Commerce, Food and Beverage, Shopping","Beverly Hills, California, United States",Sugarfina is an eCommerce shopping site for a luxury candy boutique.,12521,$1M to $10M,1/1/2012,year,"Commerce and Shopping, Food and Beverage",1,251-500,3,39000000,2,Private,NA,NA,NA,1,Private Equity,8/3/2017,35000000,Private Equity,23,35,NA
0,565,DeviantArt,"Art, Communities, E-Commerce, Internet, Music, News, Photography, Social Media","West Hollywood, California, United States","DeviantArt is an online art gallery and community creating the cultural context for how art is created, discovered, and shared.",12544,NA,8/7/2000,day,"Commerce and Shopping, Community and Lifestyle, Content and Publishing, Internet Services, Media and Entertainment, Music and Audio",4,101-250,2,13537704,3,Private,NA,Was Acquired,NA,1,M&A,9/26/2013,10037704,Series B,0,28,NA
0,566,Solve HQ,"Content, Digital Media, Video Games","Venice, California, United States",Solve HQ is a first-of-its-kind interactive content company.,12598,NA,1/1/2018,year,"Gaming, Media and Entertainment",NA,NA,1,20000000,4,Private,NA,NA,NA,NA,NA,12/16/2019,20000000,Venture - Series Unknown,0,9,NA
0,567,Gaikai,"Cloud Computing, Gaming, Video Games","Aliso Viejo, California, United States",Gaikai is a video game streaming platform that utilizes cloud-based gaming technology to enable users to play games instantly.,12599,NA,11/1/2008,day,"Gaming, Internet Services, Software",3,101-250,3,45039999,8,Private,NA,Was Acquired,NA,2,M&A,7/20/2011,30000000,Series C,0,1,NA
0,568,AllVoices,"Analytics, B2B, Human Resources, Information Technology, Small and Medium Businesses, Software","Santa Monica, California, United States","AllVoices is an anonymous reporting tool that enables anyone to report harassment, bias, & culture issues directly to company leadership. ",12615,NA,11/1/2017,month,"Data and Analytics, Information Technology, Software",NA,1-10,2,3000000,5,Private,NA,NA,NA,NA,Seed,2/6/2020,3000000,Seed,NA,NA,NA
0,569,Activision Blizzard,"eSports, Gaming, Video Games","Santa Monica, California, United States","Activision Blizzard is an entertainment company that develops, publishes, and distributes video games for gaming consoles.",12651,$1B to $10B,7/1/2008,month,"Gaming, Sports",1,5001-10000,,,NA,Public,2017-05-24,Made Acquisitions,8,NA,IPO,,NA,NA,405,515,NA
0,570,Centercode,"Consulting, Market Research, Product Research, SaaS, Software","Laguna Hills, California, United States","Centercode is a SaaS Customer Validation company providing the platform and services for Alpha, Beta, and Field Tests.",12671,$1M to $10M,5/5/2001,day,"Data and Analytics, Design, Software",4,51-100,2,7500006,2,Private,NA,Made Acquisitions,6,2,NA,7/12/2019,3999996,Venture - Series Unknown,NA,NA,NA
0,571,Pinscreen,"Consumer Applications, Mobile Apps, Photo Editing, Social Media, Software, Video Games, Virtual Reality","Los Angeles, California, United States",Revolutionizing digital communication and online human interactions with user-generated and personalized 3D virtual avatars.,12672,Less than $1M,9/1/2015,month,"Apps, Content and Publishing, Gaming, Hardware, Internet Services, Media and Entertainment, Mobile, Software",3,11-50,2,3800000,3,Private,NA,NA,NA,2,Seed,3/16/2017,2000000,Seed,5,3,NA
0,572,EXPERT DOJO,"Consulting, Enterprise, Venture Capital","Santa Monica, California, United States",Expert DOJO is a startup accelerator based in Santa Monica.,12693,Less than $1M,12/2/2014,day,"Financial Services, Lending and Investments",1,1-10,,,NA,Private,NA,NA,9,NA,NA,,NA,NA,NA,NA,NA
0,573,UberMedia,"Advertising, Advertising Platforms, Marketing, Mobile, Mobile Advertising, Social Media","Pasadena, California, United States","UberMedia is one of the most trusted mobile insights platforms that powers advertising, location measurement, and business intelligence.",12716,$1M to $10M,3/1/2010,day,"Advertising, Internet Services, Media and Entertainment, Mobile, Sales and Marketing",1,101-250,5,34600000,15,Private,NA,Made Acquisitions,1,2,NA,5/5/2014,8000000,Venture - Series Unknown,3,8,NA
0,574,Sellbrite,"E-Commerce, SaaS, Software","Pasadena, California, United States",Sellbrite is an online multichannel ecommerce platform.,12719,$1M to $10M,1/1/2013,year,"Commerce and Shopping, Software",2,11-50,6,2768284,7,Private,NA,Was Acquired,1,1,M&A,12/8/2017,403819,Debt Financing,NA,NA,NA
0,575,NantWorks,"Biotechnology, Health Care, Semiconductor","Culver City, California, United States","NantWorks combines semiconductor technology, supercomputing and advanced networks to improve healthcare, commerce and digital entertainment.",12723,$100M to $500M,1/1/2010,year,"Biotechnology, Hardware, Health Care, Science and Engineering",1,51-100,2,140000000,1,Private,NA,Made Acquisitions,NA,1,NA,5/18/2014,15000000,Venture - Series Unknown,25,4,NA
0,576,IXIA,"Private Social Networking, Web Hosting, Wireless","Calabasas, California, United States","Ixia provides IP network validation and network visibility solutions for equipment manufacturers, service providers and government agencies.",12816,NA,1/1/1997,year,"Community and Lifestyle, Hardware, Internet Services, Mobile",NA,1001-5000,1,100000000,4,Delisted,2000-10-27,"Made Acquisitions, Was Acquired",42,NA,M&A,3/4/2015,100000000,Post-IPO Debt,3,2,NA
0,577,Event Farm,"Brand Marketing, Event Management, Events, Software","Santa Monica, California, United States","Event Farm provides event professionals invitation, registration and event activation technologies to promote brands and engage audiences.",12864,$1M to $10M,11/1/2011,day,"Events, Media and Entertainment, Sales and Marketing, Software",2,51-100,5,5775000,3,Private,NA,"Made Acquisitions, Was Acquired",1,1,M&A,9/29/2016,1750000,Series A,0,3,NA
0,578,OroCommerce,"B2B, CRM, E-Commerce, Enterprise Software, Open Source, SaaS, Software","Los Angeles, California, United States","OroCommerce is the company behind OroCRM, OroCommerce and the OroPlatform.",12878,Less than $1M,10/21/2012,day,"Commerce and Shopping, Information Technology, Sales and Marketing, Software",3,101-250,1,12000000,1,Private,NA,NA,1,1,Early Stage Venture,3/3/2016,12000000,Series A,0,11,NA
0,579,Zelos Gaming,"Gaming, Online Games, Video Games","Los Angeles, California, United States",Zelos is a rewards program where gamers earn points and redeem in-game prizes across multiple games.,12907,NA,1/10/2019,day,Gaming,2,1-10,1,150000,1,Private,NA,NA,NA,NA,Seed,3/16/2020,150000,Seed,NA,NA,NA
0,580,ChromaDex,"Internet, Wellness","Los Angeles, California, United States",ChromaDex is a global nutraceutical company devoted to improving the way people age.,12941,NA,1/1/1999,year,"Health Care, Internet Services",1,51-100,8,44735076,2,Delisted,2008-06-30,NA,NA,1,IPO,11/28/2017,22999996,Post-IPO Equity,19,30,NA
0,581,Entertainment Data Oracle (EDO),"Analytics, Big Data, Media and Entertainment","Los Angeles, California, United States","Entertainment Data Oracle(EDO) is a data, measurement, and analytics company.",12952,NA,1/1/2014,year,"Data and Analytics, Media and Entertainment",1,11-50,1,12000000,1,Private,NA,NA,NA,1,Early Stage Venture,11/1/2018,12000000,Series A,NA,NA,NA
0,582,Biosynthetic Technologies,"Biotechnology, Cosmetics, Energy Efficiency, Manufacturing, Renewable Energy","Irvine, California, United States",BT manufactures a revolutionary new class of biobased synthetic molecules that are made from organic fatty acids found in plant oils.,13058,NA,1/1/2006,year,"Biotechnology, Consumer Goods, Energy, Manufacturing, Science and Engineering, Sustainability",1,11-50,3,109500000,4,Private,NA,Was Acquired,NA,2,M&A,5/7/2019,9500000,Series A,66,4,NA
0,583,Viseon Spine,"Clinical Trials, Health Care, Medical Device, Therapeutics","Irvine, California, United States",Viseon is a privately held medical device company,13100,Less than $1M,4/3/2017,day,Health Care,2,NA,2,23000000,3,Private,NA,NA,NA,3,Early Stage Venture,2/25/2020,18000000,Series B,NA,NA,NA
