"","Y","id","Organization.Name","CB.Rank..Company.","Headquarters.Location","Industry.Groups","Description","Estimated.Revenue.Range","Founded.Date","Number.of.Founders","Number.of.Employees","Number.of.Funding.Rounds","Total.Funding.Amount","Number.of.Investors","IPO.Status","IPO.Date","Acquisition.Status","Number.of.Events","Number.of.Lead.Investors","Funding.Status","Last.Funding.Date","Last.Funding.Amount.Currency..in.USD.","Last.Funding.Type","IPqwery...Total.Patents","IPqwery...Total.Trademarks"
"494",0,494,"AWAK Technologies",10936,"Burbank, California, United States","Biotechnology, Consumer Electronics, Hardware, Science and Engineering","AWAK develops wearable dialysis machines that operate and function like a normal kidney, for continuous dialysis.","NA","1/1/2007","1","11-50",3,57200000,"5","Private","NA","NA",NA,2,"Early Stage Venture","12/13/2019","40000000","Series A","NA","NA"
"495",0,495,"Lucid Sight",10968,"Los Angeles, California, United States","Consumer Electronics, Design, Financial Services, Gaming, Hardware, Payments, Software","Lucid Sight, Inc. develops games with digital scarcity and true digital ownership as first principles.","$1M to $10M","1/1/2015","3","11-50",3,1.1e+07,"10","Private","NA","NA",NA,2,"Early Stage Venture","4/2/2019","6000000","Series B","0","11"
"496",0,496,"Embodied Labs",11015,"Los Angeles, California, United States","Education, Hardware, Health Care, Software","Embodied Labs is an immersive training platform that improves outcomes in training, awareness, and family and caregiver support.","Less than $1M","8/1/2016","3","1-10",1,3200000,"6","Private","NA","NA",17,1,"Seed","1/13/2020","3200000","Seed","NA","NA"
"497",0,497,"Lofty AI",11030,"Marina Del Rey, California, United States","Artificial Intelligence, Data and Analytics, Real Estate, Science and Engineering, Software","Lofty AI is a real estate investment technology using artificial intelligence to identify neighborhood growth.","NA","6/1/2018","3","1-10",2,8e+05,"11","Private","NA","NA",NA,2,"Seed","8/19/2019","800000","Seed","NA","NA"
"498",0,498,"Social Native",11032,"Beverly Hills, California, United States","Advertising, Media and Entertainment, Sales and Marketing","Social Native is a technology platform for creating high performing branded content.","NA","1/1/2015","2","11-50",1,8e+06,"22","Private","NA","NA",1,1,"Seed","5/15/2017","8000000","Seed","0","2"
"499",0,499,"Syxsense",11181,"Aliso Viejo, California, United States","Information Technology, Internet Services, Privacy and Security, Software","IT management and security solution that combines Vulnerability Scanning, Patch Management and EDR capabilities","$1M to $10M","10/10/2012","1","51-100",2,2e+06,"2","Private","NA","NA",NA,1,"Seed","6/19/2019","2000000","Debt Financing","NA","NA"
"500",0,500,"SetPoint Medical",11187,"Valencia, California, United States","Biotechnology, Health Care, Science and Engineering","SetPoint Medical treats patients with debilitating inflammatory diseases using proprietary implantable bioelectronic devices.","$1M to $10M","1/1/2006","3","11-50",7,84300000,"10","Private","NA","NA",NA,1,"Late Stage Venture","8/28/2017","30000000","Series D","31","3"
"501",0,501,"Hype and Vice",11200,"Los Angeles, California, United States","Clothing and Apparel, Commerce and Shopping, Community and Lifestyle, Design, Education","Hype and Vice combines on-trend fashion with University brands to create apparel women actually want to wear.","NA","11/23/2015","2","1-10",2,1650000,"5","Private","NA","NA",NA,2,"Seed","11/13/2019","1500000","Seed","0","4"
"502",0,502,"Mahmee",11210,"Los Angeles, California, United States","Health Care, Mobile","Mahmee provides comprehensive, personalized supports and care management pregnancy through infancy.","Less than $1M","1/1/2014","2","11-50",4,3e+06,"12","Private","NA","NA",1,2,"Seed","9/1/2019","NA","Seed","0","1"
"503",0,503,"HomeHero",11229,"Santa Monica, California, United States","Health Care, Internet Services","HomeHero is a non-medical home care provider that leverages technology and human compassion to extend the health system into the home.","NA","5/1/2013","2","11-50",3,2.3e+07,"9","Private","NA","NA",NA,2,"Seed","3/28/2016","NA","Pre-Seed","NA","NA"
"504",0,504,"Quarterly",11238,"Culver City, California, United States","Commerce and Shopping, Financial Services","Quarterly offers a design-oriented subscription service enabling anyone to sign up and receive curated gifts from influential contributors.","NA","5/1/2011","1","11-50",4,3650000,"11","Private","NA","Made Acquisitions",NA,1,"Early Stage Venture","9/2/2015","NA","Convertible Note","NA","NA"
"505",0,505,"Skechers U.S.A.",11249,"Manhattan Beach, California, United States","Clothing and Apparel, Commerce and Shopping, Community and Lifestyle, Design","SKECHERS USA, Inc. designs, develops and markets more than 3,000 styles for men, women and children.","$1B to $10B","1/1/1992","1","5001-10000",1,5e+08,"NA","Public","1999-06-09","Made Acquisitions",NA,NA,"IPO","11/26/2019","500000000","Post-IPO Debt","NA","NA"
"506",0,506,"Monkey",11264,"Los Angeles, California, United States","Apps, Information Technology, Internet Services, Messaging and Telecommunications, Mobile, Software","Monkey is a social networking app where like-minded people meet.","NA","1/1/2017","3","1-10",1,2e+06,"2","Private","NA","Was Acquired",NA,NA,"M&A","2/1/2017","2000000","Seed","NA","NA"
"507",0,507,"Iodine",11271,"Santa Monica, California, United States","Data and Analytics, Design, Health Care, Information Technology, Internet Services, Navigation and Mapping, Software","Iodine is a healthcare company helps people find the right medications.","NA","1/1/2013","2","11-50",2,2500000,"10","Private","NA","Was Acquired",NA,NA,"M&A","2/28/2014","2500000","Seed","0","6"
"508",0,508,"ArmaGen Technologies",11288,"Santa Monica, California, United States","Biotechnology, Health Care, Science and Engineering","ArmaGen is focused on developing technologies for siRNA delivery across the blood-brain barrier.","$1M to $10M","1/1/2001","1","11-50",2,25492899,"4","Private","NA","Was Acquired",NA,1,"M&A","11/29/2012","17000000","Series A","3","1"
"509",0,509,"Ticketmaster",11306,"West Hollywood, California, United States","Events, Internet Services, Media and Entertainment, Mobile, Software","Ticketmaster is the world’s largest ticket marketplace and the global market leader in live event ticketing.","$1B to $10B","1/1/1976","4","5001-10000",1,NA,"1","Public","1996-11-19","Made Acquisitions, Was Acquired",4,NA,"M&A","11/20/1997","NA","Venture - Series Unknown","19","0"
"510",0,510,"Koia",11351,"Los Angeles, California, United States","Food and Beverage, Transportation","Koia fresh plant-based protein beverages.","$1M to $10M","1/1/2014","3","1-10",3,7500000,"3","Private","NA","NA",NA,2,"NA","10/23/2018","NA","Undisclosed","NA","NA"
"511",0,511,"ForwardLine",11363,"Woodland Hills, California, United States","Financial Services","ForwardLine is a non-bank lender providing small business owners, nationwide, with alternatives to traditional business loans.","$1M to $10M","1/1/2003","3","51-100",2,1.2e+08,"2","Private","NA","NA",NA,2,"NA","9/26/2019","20000000","Venture - Series Unknown","0","5"
"512",0,512,"mitú",11377,"Santa Monica, California, United States","Community and Lifestyle, Content and Publishing, Media and Entertainment, Travel and Tourism","Home to the largest community of Latino","$1M to $10M","1/1/2012","3","51-100",5,5.2e+07,"13","Private","NA","Was Acquired",2,2,"M&A","11/14/2018","10000000","Series D","1","10"
"513",0,513,"Reaction Commerce",11406,"Santa Monica, California, United States","Commerce and Shopping, Information Technology, Internet Services, Software","Reaction Commerce is an open and real-time commerce platform for modern retailers.","$1M to $10M","10/1/2013","2","11-50",2,11200000,"8","Private","NA","NA",NA,2,"Early Stage Venture","10/31/2017","8500000","Series A","0","4"
"514",0,514,"PKRS.AI",11464,"Santa Monica, California, United States","Artificial Intelligence, Data and Analytics, Internet Services, Science and Engineering, Software, Sports","The future of personal coaching. AI powered, human enhanced.","NA","1/1/2018","1","11-50",4,4095000,"1","Private","NA","NA",NA,1,"Seed","9/20/2019","2750000","Seed","0","2"
"515",0,515,"TPx Communications",11466,"Los Angeles, California, United States","Hardware, Internet Services","TPx Communications provides business internet, phone and data services for business telecommunication needs.","NA","1/1/1998","1","1001-5000",5,2.92e+08,"2","Private","NA","Made Acquisitions, Was Acquired",9,2,"M&A","7/26/2011","125000000","Private Equity","NA","NA"
"516",0,516,"BeautyCon",11467,"Los Angeles, California, United States","Clothing and Apparel, Community and Lifestyle, Consumer Goods, Design","BeautyCon Media is a website for all things beauty and fashion.","NA","1/1/2011","3","11-50",4,1.1e+07,"26","Private","NA","NA",NA,1,"Early Stage Venture","1/15/2018","NA","Series A","0","9"
"517",0,517,"Rally Cry",11487,"Irvine, California, United States","Gaming, Media and Entertainment","Rally Cry is an early-stage gaming technology startup located in Southern California.","NA","1/1/2020","3","1-10",1,1200000,"8","Private","NA","NA",NA,NA,"Seed","3/26/2020","1200000","Seed","NA","NA"
"518",0,518,"Intellect",11503,"Los Angeles, California, United States","Information Technology, Software","Intellect, is a leader in SaaS BPM software that helps to empower everyone to innovate with Smart Business Apps.","$1M to $10M","1/1/2000","1","11-50",6,4100000,"2","Private","NA","NA",NA,1,"Seed","3/30/2018","200000","Debt Financing","2","3"
"519",0,519,"Liberman Broadcasting",11510,"Burbank, California, United States","Media and Entertainment, Music and Audio, Video","LBI Media, Inc. engages in the ownership and operation of Spanish-language radio and television","$100M to $500M","1/1/1987","1","501-1000",1,211526000,"NA","Private","NA","NA",NA,NA,"NA","1/7/2015","211526000","Debt Financing","NA","NA"
"520",0,520,"Tuition.io",11613,"Santa Monica, California, United States","Education, Financial Services","Tuition.io delivers student loan contributions as a benefit, allowing companies and governments of all sizes to recruit and retain talent.","NA","1/1/2011","2","11-50",5,15150000,"19","Private","NA","NA",1,2,"Early Stage Venture","9/21/2017","7000000","Series B","0","1"
"521",0,521,"Stop, Breathe & Think, PBC",11654,"Santa Monica, California, United States","Health Care, Mobile, Sports","Inspiring the world to practice mental wellness every day","NA","1/1/2016","2","1-10",3,3e+06,"2","Private","NA","Was Acquired",NA,1,"M&A","10/1/2018","600000","Seed","0","1"
"522",0,522,"ODK Media, Inc.",11688,"Fullerton, California, United States","Content and Publishing, Media and Entertainment, Video","Korean TV, Movies, Video Streaming","Less than $1M","12/31/2011","4","11-50",2,3562743,"3","Private","NA","NA",NA,NA,"Early Stage Venture","4/1/2014","2062743","Series B","0","4"
"523",0,523,"Workpop",11690,"Santa Monica, California, United States","Internet Services, Professional Services, Software","Workpop is a seamless hiring platform for small and medium businesses.","NA","2/1/2014","4","11-50",3,16100000,"18","Private","NA","Was Acquired",NA,1,"M&A","4/1/2016","8200000","Venture - Series Unknown","0","5"
"524",0,524,"Jakks Pacific",11698,"Santa Monica, California, United States","Consumer Electronics, Consumer Goods, Hardware, Sustainability","JAKKS Pacific designs, develops, produces, and markets consumer products for kids.","$100M to $500M","1/1/1995","1","501-1000",2,7.5e+07,"2","Public","1998-06-10","Made Acquisitions",NA,NA,"IPO","10/17/2016","NA","Post-IPO Equity","44","320"
"525",0,525,"Enplug",11698,"Culver City, California, United States","Advertising, Internet Services, Media and Entertainment, Sales and Marketing, Software","Enplug is a software company that built the first open platform for digital displays everywhere.","$1M to $10M","9/1/2012","5","11-50",3,3700000,"16","Private","NA","NA",NA,NA,"Seed","4/17/2014","2500000","Seed","6","2"
"526",0,526,"Unitas Global",11718,"Los Angeles, California, United States","Hardware, Information Technology, Internet Services, Software","Enterprise Managed Cloud and Cloud Connectivity Solutions","$50M to $100M","1/1/2009","4","101-250",4,20600000,"5","Private","NA","Made Acquisitions",NA,1,"Late Stage Venture","1/17/2018","10000000","Series C","0","7"
"527",0,527,"Vetted PetCare",11729,"Los Angeles, California, United States","Community and Lifestyle, Health Care","Vetted PetCare provides veterinarians for in-home care and video triage.","$1M to $10M","1/1/2015","1","1-10",2,3450000,"5","Private","NA","Made Acquisitions",NA,1,"NA","11/26/2019","150000","Venture - Series Unknown","NA","NA"
"528",0,528,"EcoSense Lighting",11729,"Los Angeles, California, United States","Apps, Consumer Electronics, Design, Hardware, Manufacturing, Software","EcoSense Lighting designs and develops lighting solutions for commercial and residential applications.","$10M to $50M","1/1/2009","1","51-100",5,56788185,"2","Private","NA","Made Acquisitions",NA,2,"Late Stage Venture","12/16/2014","25215501","Series C","95","20"
"529",0,529,"Digital Map Products",11758,"Irvine, California, United States","Data and Analytics, Information Technology, Internet Services, Navigation and Mapping, Real Estate, Software","We provide context to the world around you with the most extensible location intelligence platform available.","$10M to $50M","10/1/2000","1","101-250",3,41227000,"2","Private","NA","Made Acquisitions, Was Acquired",2,1,"M&A","9/15/2016","36300000","Private Equity","2","5"
