"","Y","id","Organization.Name","Industries","Headquarters.Location","Description","CB.Rank..Company.","Estimated.Revenue.Range","Founded.Date","Founded.Date.Precision","Industry.Groups","Number.of.Founders","Number.of.Employees","Number.of.Funding.Rounds","Total.Funding.Amount","Number.of.Investors","IPO.Status","IPO.Date","Acquisition.Status","Number.of.Events","Number.of.Lead.Investors","Funding.Status","Last.Funding.Date","Last.Funding.Amount.Currency..in.USD.","Last.Funding.Type","IPqwery...Total.Patents","IPqwery...Total.Trademarks","Investment.Stage"
"1069",0,1069,"Cirrus Insight","CRM, Email, Software","Irvine, California, United States","Cirrus Insight automatically keeps Salesforce CRM up to date for sales teams from Gmail, Outlook, and Mobile.",24993,"$1M to $10M","4/1/2011","month","Information Technology, Internet Services, Messaging and Telecommunications, Sales and Marketing, Software","2","51-100",1,550000,"2","Private","NA","Made Acquisitions","7","NA","Seed","8/19/2013","550000","Seed","0","3","NA"
"1850",0,1850,"TMZ","News, Publishing","Los Angeles, California, United States","TMZ is a celebrity news website that features celebrity gossip, interviews, video footage, photos, and more.",45757,"NA","1/1/2005","year","Content and Publishing, Media and Entertainment","NA","51-100",NA,NA,"NA","Private","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA"
"341",1,341,"Loot Crate","E-Commerce, Gaming, Media and Entertainment, Retail, Sports, Subscription Service","Los Angeles, California, United States","Loot Crate develops a fan-based commerce and community platform.",7624,"$100M to $500M","5/1/2012","day","Commerce and Shopping, Gaming, Media and Entertainment, Sports","2","101-250",2,41500000,"9","Private","NA","NA","2","2","Early Stage Venture","8/29/2018","23000000","Non-equity Assistance","0","95","NA"
"700",0,700,"Bev","Lifestyle","Los Angeles, California, United States","California Rosé made by Chicks.",15797,"NA","5/1/2018","month","Community and Lifestyle","1","NA",2,7e+06,"3","Private","NA","NA","NA","1","Seed","4/16/2019","7000000","Seed","NA","NA","NA"
"125",1,125,"FIGS","Consumer Goods, Fashion, Health Care, Retail","Los Angeles, California, United States","FIGS creates the highest quality medical apparel in the world.",2772,"$10M to $50M","2/1/2013","month","Clothing and Apparel, Commerce and Shopping, Consumer Goods, Design, Health Care","2","11-50",4,7.5e+07,"16","Private","NA","NA","NA","3","Early Stage Venture","1/23/2018","65000000","Series B","0","12","NA"
"297",1,297,"loanDepot","Finance, Financial Services, Real Estate","Foothill Ranch, California, United States","loanDepot is an independent retail mortgage lender that provides residential loans to residents of the U.S.",6693,"$1B to $10B","1/1/2010","year","Financial Services, Real Estate","1","10001+",2,162199000,"NA","Private","NA","Made Acquisitions","2","NA","NA","8/17/2016","150000000","Debt Financing","2","65","NA"
"1189",0,1189,"Chihuo Inc","Advertising, Consulting, E-Commerce, Food and Beverage, Internet","Los Angeles, California, United States","The most influential Chinese language food& lifestyle media in North America.",28296,"NA","1/1/2013","year","Advertising, Commerce and Shopping, Food and Beverage, Internet Services, Sales and Marketing","1","11-50",1,1e+06,"3","Private","NA","NA","1","NA","Seed","6/8/2018","1000000","Seed","0","8","NA"
"1784",0,1784,"Deluxe Entertainment Services Group","Advertising, Digital Entertainment, Digital Media, Information Technology","Burbank, California, United States","Deluxe Entertainment Services Group Inc., a wholly-owned subsidiary of MacAndrews & Forbes Holdings Inc., is a leading provider of a broad",44233,"NA","1/1/1915","year","Advertising, Information Technology, Media and Entertainment, Sales and Marketing","NA","5001-10000",NA,NA,"NA","Private","NA","Made Acquisitions","2","NA","NA",NA,"NA","NA","13","25","NA"
"1595",0,1595,"Ricochet360","Cloud Infrastructure, CRM, Marketing Automation, SaaS, Software","El Segundo, California, United States","Ricochet360 is an all-in-one CRM, Cloud Phone System, Dialer and Marketing Automation Platform.",38950,"Less than $1M","1/1/2010","year","Hardware, Information Technology, Internet Services, Sales and Marketing, Software","1","11-50",1,5e+05,"NA","Private","NA","NA","1","NA","Seed","10/15/2017","500000","Seed","0","2","NA"
"3",1,3,"Dave","FinTech, Internet","Los Angeles, California, United States","Dave is an online banking platform and a personal financial management app.",35,"$1M to $10M","10/28/2016","day","Financial Services, Internet Services","3","51-100",7,233001006,"16","Private","NA","NA","NA","2","Early Stage Venture","9/30/2019","50000000","Series B","0","7","NA"
"1466",0,1466,"bLife","Enterprise Software, Fitness, Sports","Santa Monica, California, United States","bLife offers a personalized fitness program that helps its users strengthen their minds and improve their health and well-being.",35382,"NA","1/1/2010","year","Software, Sports","1","11-50",1,1500000,"NA","Private","NA","Was Acquired","NA","NA","M&A","10/21/2011","1500000","Seed","NA","NA","NA"
"90",1,90,"ChowNow","Apps, Delivery Service, E-Commerce, Hospitality, Internet, Local, Mobile Apps, Restaurants","Playa Vista, California, United States","ChowNow powers branded online ordering systems for independent restaurants through the restaurants’ own websites.",2083,"$1M to $10M","1/1/2010","year","Apps, Commerce and Shopping, Food and Beverage, Internet Services, Mobile, Software, Transportation, Travel and Tourism","2","51-100",9,64036900,"13","Private","NA","NA","4","3","Late Stage Venture","5/8/2019","21000000","Series C","0","4","NA"
"1334",0,1334,"Cameron Health","Health Care, Manufacturing, Medical Device","San Clemente, California, United States","Cameron Health, a development stage medical device company, develops, manufactures, and distributes implantable defibrillators.",32024,"NA","1/1/2001","year","Health Care, Manufacturing","NA","51-100",6,233500000,"8","Private","NA","Was Acquired","NA","3","M&A","5/18/2011","107000000","Series F","232","3","NA"
"449",1,449,"Jaanuu","E-Commerce, Fashion, Health Care","El Segundo, California, United States","Jaanuu is the most contemporary medical apparel brand in the world.",9867,"NA","1/1/2013","year","Clothing and Apparel, Commerce and Shopping, Design, Health Care","1","11-50",7,22625000,"22","Private","NA","NA","NA","3","NA","12/10/2018","15000000","Venture - Series Unknown","0","2","NA"
"1565",0,1565,"Nanotech Energy","Battery, Energy","Los Angeles, California, United States","Nanotech Energy is the World's top supplier of Graphene, Graphene Oxide and Graphene supper BATTERIES",37997,"Less than $1M","1/1/2014","year","Energy","1","NA",1,3414453,"NA","Private","NA","NA","NA","NA","NA","4/3/2018","3414453","Undisclosed","10","0","NA"
"1358",0,1358,"ideaTree Inc.","FinTech, Incubators, Mobile, Social Media, Social Network","West Hollywood, California, United States","An investor in startups with a focus on mentoring and providing tools to help incubate early stage entrepreneurs.",32688,"$1M to $10M","8/10/2012","day","Financial Services, Internet Services, Lending and Investments, Media and Entertainment, Mobile","2","51-100",2,3250000,"1","Private","NA","NA","NA","NA","Seed","1/1/2013","3000000","Seed","0","2","Early Stage Venture, Non Equity Assistance, Seed"
"88",1,88,"Service","Customer Service, Mobile, Software, Travel","Los Angeles, California, United States","Service gets you paid when your flight is delayed or cancelled.",2058,"Less than $1M","6/1/2015","month","Mobile, Software, Travel and Tourism","1","NA",5,5140000,"12","Private","NA","Made Acquisitions","1","1","Seed","6/4/2019","NA","Convertible Note","0","3","NA"
"1371",0,1371,"Religion of Sports","Broadcasting, Content, Media and Entertainment, Sports","Santa Monica, California, United States","Religion of Sports is a Santa Monica, CA-based sports media company.",33096,"$1M to $10M","1/1/2017","year","Media and Entertainment, Sports, Video","3","NA",1,3e+06,"2","Private","NA","NA","NA","2","NA","4/24/2018","3000000","Venture - Series Unknown","0","1","NA"
"1834",0,1834,"GoGuardian","Education, Internet, Software","Los Angeles, California, United States","Safer Students. Better Learning.",45454,"$1M to $10M","1/1/2014","year","Education, Internet Services, Software","3","101-250",2,NA,"2","Private","NA","NA","3","2","Private Equity","5/24/2018","NA","Private Equity","0","10","NA"
"658",0,658,"Cluster","Aerospace, Automotive, Career Planning, Employment, Human Resources, Industrial Manufacturing, Manufacturing, Recruiting","Los Angeles, California, United States","Connecting engineers to Industrial Tech careers in Aviation, Aerospace & Defense",14801,"Less than $1M","3/1/2018","month","Manufacturing, Professional Services, Science and Engineering, Transportation","1","1-10",1,1900000,"7","Private","NA","NA","NA","2","Seed","3/13/2019","1900000","Seed","NA","NA","NA"
"1572",0,1572,"Burstly","Advertising, Analytics, iOS, Mobile Advertising, Software","Santa Monica, California, United States","Burstly develops tools that provide solutions for beta-testing, intuitive analytics and application monetization.",38268,"NA","12/1/2009","day","Advertising, Data and Analytics, Mobile, Platforms, Sales and Marketing, Software","1","11-50",2,7300000,"3","Private","NA","Made Acquisitions, Was Acquired","NA","1","M&A","11/30/2011","5500000","Venture - Series Unknown","NA","NA","NA"
"1299",0,1299,"Mica Energies Corporation","Telecommunications","Irvine, California, United States","Mica Energies is developing a “Far-Field Communications  (FFC)” approach to extracting RF energy from the surrounding environment.  ",30998,"NA","8/30/2018","day","Hardware","5","1-10",9,80500,"NA","Private","NA","NA","NA","NA","Seed","3/6/2020","50000","Seed","NA","NA","NA"
"58",1,58,"Cooking.com","Cooking, E-Commerce, Internet","Marina Del Rey, California, United States","Cooking.com is an online store for kitchen products and offers a collection of recipes and community features.",1330,"NA","3/1/1998","day","Commerce and Shopping, Food and Beverage, Internet Services","1","101-250",7,107500000,"16","Private","NA","Was Acquired","NA","5","M&A","12/6/2011","13500000","Venture - Series Unknown","NA","NA","NA"
"1938",0,1938,"Vestiage","Fitness, Health Care, Wellness","Newport Beach, California, United States","Vestiage, Inc. exists to cultivate healthy-aging opportunities for all men and women",48150,"Less than $1M","1/1/2013","year","Health Care, Sports","1","1-10",1,1e+07,"1","Private","NA","NA","NA","1","NA","6/26/2014","10000000","Venture - Series Unknown","0","7","NA"
"1562",0,1562,"The Experience Resorts, LLC","Events, Hospitality, Information Technology, Internet","Calabasas, California, United States","The Experience Resorts is an affinity-based tropical resort company targeting socially linked groups across thousands of interests",37847,"NA","6/1/2017","day","Events, Information Technology, Internet Services, Media and Entertainment, Travel and Tourism","1","1-10",1,1250000,"7","Private","NA","NA","NA","NA","Seed","5/15/2019","1250000","Seed","NA","NA","NA"
"755",0,755,"true[x]","Advertising, Marketing, Social Media Marketing","Los Angeles, California, United States","True[x] is a digital ad-tech company offering engagement advertising solutions for brands.",17314,"NA","1/1/2007","year","Advertising, Sales and Marketing","3","51-100",5,49850000,"4","Private","NA","Was Acquired","2","3","M&A","5/21/2014","6000000","Series D","0","10","NA"
"1496",0,1496,"Avicena","Health Care, Medical Device, Physical Security","Los Angeles, California, United States","Avicena develops algorithms and devices to easily and noninvasively assess cardiovascular health. Avicena develops medical devices",36204,"NA","1/1/2014","year","Administrative Services, Health Care, Privacy and Security","1","1-10",2,2233000,"NA","Private","NA","NA","NA","NA","NA","7/28/2017","573000","Venture - Series Unknown","0","2","NA"
"1557",0,1557,"Hypothermia Devices","Medical Device","Inglewood, California, United States","Hypothermia Devices Inc., a Brentwood-based medical device company.",37706,"NA","1/1/2016","year","Health Care","1","11-50",1,10731643,"1","Private","NA","NA","NA","NA","NA","10/26/2018","10731643","Venture - Series Unknown","4","11","NA"
"739",0,739,"Fanbank","E-Commerce, E-Commerce Platforms, Local Business, Marketing, Personalization, SaaS","Santa Monica, California, United States","Fanbank brings commerce automation to the $3.2T in-person small business economy through a SaaS solution.",16877,"$1M to $10M","1/1/2013","year","Commerce and Shopping, Internet Services, Sales and Marketing, Software","1","11-50",3,5899996,"3","Private","NA","NA","NA","NA","NA","8/14/2018","5899996","Venture - Series Unknown","0","2","NA"
"1132",0,1132,"Intellivision","Consumer Electronics, Video Games","Irvine, California, United States","Intellivision Entertainment is an all new game console focused on bringing family and friends together in the same roomj l dfljsd.",26759,"NA","1/1/1979","year","Consumer Electronics, Gaming, Hardware","4","11-50",3,2700000,"NA","Private","NA","NA","1","NA","Early Stage Venture","7/15/2019","NA","Series A","0","5","NA"
"1935",0,1935,"Donahue Schriber","Real Estate","Costa Mesa, California, United States","Donahue Schriber is a private real estate investment trust with a portfolio of high-quality shopping centers in the Western United States.",48099,"$10M to $50M","1/1/1969","year","Real Estate","3","101-250",1,2e+08,"2","Private","NA","NA","1","2","NA","11/1/2017","200000000","Venture - Series Unknown","NA","NA","NA"
